,close,RSI,MACD,MACDSIGNAL,MACDHIST,BBW,OBV,SLOWK,SLOWD,Label
3841,4034.43,56.04536788078095,1.2989563909268327,0.4149238657573603,0.8840325251694724,0.004341098375181194,-118762.19860000025,72.07792207792133,68.23176823176824,0
3842,4036.16,57.90782705284309,1.6163097492544694,0.6552010424567821,0.9611087067976872,0.004666747233110854,-117124.73150000026,80.71928071928006,66.38361638361617,0
3843,4039.55,61.36266406756552,2.116956286414279,0.9475520912482815,1.1694041951659975,0.005090953105551663,-116487.82060000025,97.65234765234865,83.48318348318325,0
3844,4047.72,68.14798213159392,3.13681375813303,1.3854044246252313,1.751409333507799,0.006057719491982809,-115890.11480000026,97.73890784982851,92.03684540715233,0
3845,4047.7,68.11644605661228,3.8985047828914503,1.8880244962784751,2.0104802866129754,0.006714326853677379,-116342.42350000025,89.95173321632309,95.11432957283334,0
3846,4041.69,59.24427000556906,3.9714136509169293,2.304702327206166,1.6667113237107634,0.006737087691979559,-117123.49740000025,63.580517770953314,83.75705294570156,0
3847,4035.35,51.60779486900366,3.4775227224363334,2.5392664062521995,0.938256316184134,0.0066292084906484985,-117390.38680000025,35.761298815270315,63.097849934182165,0
3848,4035.37,51.628976397115636,3.052536693314323,2.6419204636646243,0.4106162296496989,0.0064433065670512595,-116756.24540000026,35.84905660377396,45.063624396665794,0
3849,4028.48,44.41627548514479,2.1351540586078954,2.5405671826532785,-0.4054131240453831,0.005961999934790569,-117324.28610000026,5.616498464239588,25.74228462776121,0
3850,4030.4,46.652844810213985,1.5452371333126393,2.3415011727851507,-0.7962640394725113,0.005689526291940132,-116854.75600000026,14.041246160597973,18.502267076203765,0
3851,4032.11,48.635193030721446,1.2018522245111853,2.1135713831303575,-0.9117191586191722,0.0056386153419545025,-116571.76350000026,21.544537077667034,13.734093900834788,0
3852,4031.58,48.03935219351707,0.8768429401279718,1.8662256945298803,-0.9893827544019085,0.005555885526781902,-116990.25300000026,19.218955682317315,18.268246306860696,0
3853,4033.73,50.6790737504086,0.7837234957805777,1.6497252547800199,-0.8660017589994422,0.005460598515871304,-116510.14360000026,28.652917946468673,23.138803568817597,0
3854,4035.7,53.0334954462745,0.8589863414254069,1.4915774721090973,-0.6325911306836904,0.005387215884378852,-116145.95710000026,37.297060114085184,28.389644580956983,0
3855,4038.59,56.327169841914056,1.1387052507889166,1.4210030278450612,-0.28229777705614456,0.005300926810201461,-115837.93990000026,49.37833037300335,38.44276947785233,0
3856,4039.73,57.590585889767034,1.4358217153812802,1.423966765352305,0.011854950028975297,0.005231025600495659,-115549.08610000026,54.44049733570261,47.038629274263634,0
3857,4037.36,54.087429146170216,1.463182800569939,1.4318099723958317,0.03137282817410725,0.0050702374928842,-115803.72650000027,43.916518650090296,49.245115452932005,0
3858,4036.15,52.33702312995122,1.3714208838309787,1.4197321546828612,-0.04831127085188247,0.005034210827795655,-116140.33110000027,38.5435168738912,45.633510953227955,0
3859,4042.25,59.45991373792589,1.7705086028099686,1.4898874443082826,0.280621158501686,0.005187844934708195,-115788.69510000027,70.51526717557336,50.991767566518206,0
3860,4042.2,59.381579484441424,2.059018825909334,1.6037137206284928,0.455305105280841,0.005031945003114005,-116079.22860000028,93.76193507320168,67.60690637422199,0
3861,4048.23,65.31612001395602,2.7426206380137046,1.8314951041055352,0.9111255339081694,0.005503173974557506,-114801.44020000027,90.5364151766243,84.93787247513303,0
3862,4039.76,53.49345244413875,2.571281651622485,1.979452413608925,0.5918292380135597,0.005498674546059408,-115538.88470000027,53.59790667248261,79.29875230743612,0
3863,4041.52,55.303870840877124,2.548138210413981,2.093189572969936,0.454948637444045,0.005538874013534524,-114983.63900000027,61.27344090710861,68.46925425207175,0
3864,4044.0,57.796930053644026,2.698802030431125,2.214312064462174,0.484489965968951,0.0052802994297409716,-114458.01730000027,70.56117755289779,61.81084171082958,0
3865,4036.51,48.92171000822418,2.188595028673717,2.2091686573044824,-0.020573628630765395,0.004814342823523903,-114959.49420000026,33.635929288104734,55.15684924937029,0
3866,4036.03,48.40868124684555,1.725628346058329,2.1124605950552517,-0.3868322489969227,0.004729337410140299,-115440.97000000026,23.64505844846033,42.61405509648753,0
3867,4037.59,50.23522537986469,1.4676843258203007,1.9835053412082615,-0.5158210153879608,0.004709673856054244,-114988.44690000026,29.923413566740674,29.068133767768497,0
3868,4040.03,53.03594138737762,1.44350955981281,1.8755061849291712,-0.43199662511636117,0.004720024375284177,-114550.48160000026,34.408602150538094,29.325691388579617,0
3869,4041.97,55.19502688408448,1.5628767994380723,1.8129803078309514,-0.2501035083928791,0.004322579690269449,-114208.15880000027,46.679316888043516,37.003777535107346,0
3870,4042.24,55.50164295399597,1.6601260407464906,1.7824094544140592,-0.12228341366756856,0.0040085611914513946,-113939.10920000027,48.38709677419141,43.15833860425759,0
3871,4051.14,64.1987982113988,2.4273711609657767,1.9114017957244027,0.5159693652413739,0.004508273001015795,-113300.88780000027,100.0,65.02213788741156,0
3872,4049.13,61.28552067010137,2.8404849028929675,2.097218417158116,0.7432664857348517,0.0045264745277967386,-113817.80710000027,84.43670150987302,77.60793276135472,0
3873,4046.4,57.470876309826316,2.914001539412311,2.2605750416089547,0.6534264978033564,0.004394303831493107,-114194.19810000027,68.58304297328736,84.33991482772005,0
3874,4045.7,56.49977845238256,2.8825515932167036,2.3849703519305043,0.4975812412861993,0.0042949593532728494,-114490.94920000026,64.51800232287923,72.5125822686798,0
3875,4048.58,59.52969576733027,3.054805320918149,2.518937345728033,0.5358679751901159,0.0044629541841378715,-114242.44520000026,81.24274099883824,71.44792876500152,0
3876,4050.43,61.39007789056665,3.3025276965145167,2.6756554158853296,0.6268722806291871,0.004745221840675747,-113758.27070000027,91.61364950838475,79.12479761003398,0
3877,4054.27,64.98781241999374,3.7653013218787237,2.8935845970840086,0.8717167247947151,0.005166820150893594,-111779.56410000027,77.41935483870881,83.42524844864384,0
3878,4051.05,59.94371812256133,3.828097736943164,3.0804872250558395,0.7476105118873244,0.005097851369134655,-112325.06620000026,64.75216365066873,77.92838933258734,0
3879,4053.0,61.873641339722276,3.9892277175558775,3.262235323555847,0.7269923940000305,0.005388387023750597,-111709.60820000026,72.42328874901575,71.53160241279768,0
3880,4053.91,62.77499580773834,4.142600463419512,3.43830835152858,0.7042921118909322,0.00567459528436814,-111250.85420000026,76.00314712824412,71.05953317597613,0
