,closes,actual,predicted
545,2930.4,0,0
546,2932.0,0,0
547,2933.62,0,0
548,2944.4,0,0
549,2938.6,0,0
550,2935.96,0,0
551,2936.78,0,0
552,2938.72,0,0
553,2937.75,0,0
554,2939.99,0,0
555,2945.24,0,0
556,2947.11,0,0
557,2953.02,0,0
558,2951.98,0,0
559,2956.29,0,0
560,2958.08,0,0
561,2953.17,0,0
562,2950.01,0,0
563,2952.55,0,0
564,2947.16,0,0
565,2955.32,0,0
566,2955.97,0,0
567,2953.09,0,0
568,2955.0,0,0
569,2956.36,0,0
570,2952.17,0,0
571,2944.69,0,0
572,2934.34,0,0
573,2936.77,0,0
574,2937.98,0,0
575,2930.36,0,0
576,2936.17,0,0
577,2937.81,0,0
578,2939.09,0,0
579,2938.57,0,0
580,2936.9,0,0
581,2934.2,0,0
582,2940.21,0,0
583,2944.27,0,0
584,2940.83,0,0
585,2941.56,0,0
586,2944.73,0,0
587,2943.12,0,0
588,2948.13,0,0
589,2945.35,0,0
590,2938.72,0,0
591,2933.87,0,0
592,2934.66,0,0
593,2935.65,0,0
594,2943.37,0,0
595,2934.42,0,0
596,2929.63,0,0
597,2931.36,0,0
598,2929.51,0,0
599,2929.39,0,0
600,2927.26,0,0
601,2928.82,0,0
602,2933.27,0,0
603,2926.18,0,0
604,2926.74,0,0
605,2926.35,0,0
606,2919.61,0,0
607,2916.98,0,0
608,2908.52,0,0
609,2916.44,0,0
610,2915.49,0,0
611,2912.78,0,0
612,2905.86,0,0
613,2900.47,0,0
614,2888.02,0,0
615,2899.01,0,0
616,2907.68,0,0
617,2907.4,0,0
618,2917.33,0,0
619,2908.89,0,0
620,2918.6,0,0
621,2918.03,0,0
622,2912.17,0,0
623,2916.44,0,0
624,2911.35,0,0
625,2903.51,0,0
626,2898.41,0,0
627,2909.0,0,0
628,2919.52,0,0
629,2918.93,0,0
630,2929.0,0,0
631,2935.02,0,0
632,2939.37,0,0
633,2934.03,0,0
634,2933.66,0,0
635,2930.8,0,0
636,2934.51,0,0
637,2932.28,0,0
638,2935.49,0,0
639,2938.17,0,0
640,2938.65,0,0
641,2934.61,0,0
642,2937.31,0,0
643,2933.79,0,0
644,2932.34,0,0
645,2929.01,0,0
646,2933.14,0,0
647,2934.12,0,0
648,2932.93,0,0
649,2930.41,0,0
650,2930.95,0,0
651,2931.6,0,0
652,2936.97,0,0
653,2937.07,0,0
654,2935.26,0,0
655,2928.62,0,0
656,2927.03,0,0
657,2922.38,0,0
658,2928.96,0,0
659,2921.99,0,0
660,2911.77,0,0
661,2902.8,0,0
662,2904.41,0,0
663,2893.91,0,0
664,2900.96,0,0
665,2907.79,0,0
666,2907.03,0,0
667,2896.2,0,0
668,2896.67,0,0
669,2879.67,0,0
670,2891.76,1,0
671,2916.01,0,0
672,2919.99,0,0
673,2914.68,0,0
674,2923.91,0,0
675,2925.72,0,0
676,2929.98,0,0
677,2931.09,0,0
678,2931.16,0,0
679,2927.84,0,0
680,2924.45,0,0
681,2916.03,0,0
682,2918.59,0,0
683,2921.8,0,0
684,2912.12,0,0
685,2911.61,0,0
686,2914.68,0,0
687,2913.36,0,0
688,2908.57,0,0
689,2910.89,0,0
690,2907.67,0,0
691,2906.77,0,0
692,2914.05,0,0
693,2914.49,0,0
694,2913.68,0,0
695,2915.0,0,0
696,2910.63,0,0
697,2902.35,0,0
698,2902.94,0,0
699,2908.09,0,0
700,2904.29,0,0
701,2894.06,0,0
702,2906.23,0,0
703,2899.94,0,0
704,2902.61,0,0
705,2906.73,0,0
706,2895.72,0,0
707,2888.93,0,0
708,2888.92,0,0
709,2863.39,1,0
710,2878.42,0,0
711,2871.27,0,0
712,2880.19,1,0
713,2896.54,0,0
714,2886.29,0,0
715,2877.0,0,0
716,2876.71,0,0
717,2863.45,0,0
718,2877.02,0,0
719,2878.06,0,0
720,2875.17,0,0
721,2882.61,0,0
722,2886.54,0,0
723,2883.49,0,0
724,2883.84,0,0
725,2880.4,0,0
726,2870.59,1,0
727,2909.97,0,0
728,2907.0,0,0
729,2908.0,0,0
730,2905.91,0,0
731,2910.03,0,0
732,2909.16,1,0
733,2930.79,0,0
734,2929.97,0,0
735,2924.28,0,0
736,2934.63,0,0
737,2932.28,0,0
738,2938.34,0,0
739,2934.56,0,0
740,2927.18,0,0
741,2933.34,0,0
742,2931.49,0,0
743,2930.02,0,0
744,2925.01,0,0
745,2925.58,0,0
746,2926.16,0,0
747,2932.69,0,0
748,2937.96,0,0
749,2940.95,0,0
750,2945.61,0,0
751,2957.69,0,0
752,2969.66,0,0
753,2972.55,0,0
754,2969.19,0,0
755,2964.72,0,0
756,2970.03,0,0
757,2971.29,0,0
758,2971.03,0,0
759,2971.99,0,0
760,2973.91,0,0
761,2971.26,0,0
762,2970.25,0,0
763,2969.87,0,0
764,2971.57,0,0
765,2966.33,0,0
766,2958.95,0,0
767,2962.03,0,0
768,2955.98,0,0
769,2956.38,0,0
770,2953.01,0,0
771,2947.29,0,0
772,2951.05,0,0
773,2952.51,0,0
774,2950.94,0,0
775,2957.04,0,0
776,2959.68,0,0
777,2959.08,0,0
778,2971.65,0,0
779,2974.85,0,0
780,2982.0,0,0
781,2976.54,0,0
782,2974.59,0,0
783,2972.02,0,0
784,2971.73,0,0
785,2968.12,0,0
786,2964.26,0,0
787,2958.78,0,0
788,2961.51,0,0
789,2954.59,0,0
790,2938.92,0,0
791,2939.56,0,0
792,2901.77,0,0
793,2897.47,0,1
794,2888.93,0,1
795,2869.51,0,1
796,2869.84,0,1
797,2876.34,0,1
798,2886.69,0,1
799,2895.24,0,1
800,2886.25,0,1
801,2899.56,0,1
802,2890.45,0,1
803,2895.0,0,1
804,2905.74,0,1
805,2909.33,0,0
806,2905.96,0,0
807,2914.02,0,0
808,2914.57,0,0
809,2915.6,0,0
810,2908.31,0,0
811,2913.59,0,0
812,2916.97,0,0
813,2913.31,0,0
814,2908.54,0,0
815,2909.65,0,0
816,2903.84,0,0
817,2900.24,0,0
818,2903.07,0,0
819,2907.89,0,0
820,2912.38,0,0
821,2918.88,0,0
822,2912.14,0,0
823,2899.74,0,0
824,2905.22,0,0
825,2913.4,0,0
826,2911.0,0,0
827,2915.33,0,0
828,2923.64,1,0
829,2941.3,0,0
830,2942.13,0,0
831,2939.99,0,0
832,2931.08,0,0
833,2933.88,0,0
834,2930.6,0,0
835,2935.64,0,0
836,2932.8,0,0
837,2935.59,0,0
838,2931.83,0,0
839,2931.17,0,0
840,2929.07,0,0
841,2928.4,0,0
842,2921.67,0,0
843,2925.33,0,0
844,2921.36,0,0
845,2918.19,0,0
846,2920.06,0,0
847,2923.57,0,0
848,2917.5,0,0
849,2920.18,0,0
850,2913.69,0,0
851,2911.8,0,0
852,2909.6,0,0
853,2918.01,0,0
854,2919.6,0,0
855,2924.29,0,0
856,2926.33,0,0
857,2925.7,0,0
858,2927.43,0,0
859,2921.21,0,0
860,2919.6,0,0
861,2918.27,0,0
862,2915.52,0,0
863,2924.15,0,0
864,2924.22,0,0
865,2926.25,0,0
866,2922.53,0,0
867,2927.61,0,0
868,2923.34,0,0
869,2918.72,0,0
870,2923.0,0,0
871,2926.94,0,0
872,2925.74,0,0
873,2926.37,0,0
874,2924.55,0,0
875,2921.16,0,0
876,2927.75,0,0
877,2917.63,0,0
878,2913.87,0,0
879,2912.11,0,0
880,2913.84,0,0
881,2917.03,0,0
882,2918.02,0,0
883,2916.56,0,0
884,2906.84,0,0
885,2906.99,0,0
886,2906.09,0,0
887,2912.32,0,0
888,2917.04,0,0
889,2914.35,0,0
890,2916.38,0,0
891,2911.02,0,0
892,2915.96,0,0
893,2914.71,0,0
894,2914.57,0,0
895,2910.93,0,0
896,2911.93,0,0
897,2906.93,0,0
898,2908.46,0,0
899,2911.41,0,0
900,2911.52,0,0
901,2922.31,0,0
902,2921.2,0,0
903,2921.65,0,0
904,2923.9,0,0
905,2924.66,0,0
906,2922.29,0,0
907,2921.37,0,0
908,2923.77,0,0
909,2923.98,0,0
910,2921.88,0,0
911,2916.54,0,0
912,2915.87,0,0
913,2915.21,0,0
914,2919.3,0,0
915,2918.47,0,0
916,2923.32,0,0
917,2923.09,0,0
918,2919.98,0,0
919,2913.44,0,0
920,2926.52,0,0
921,2927.24,0,0
922,2925.99,0,0
923,2919.71,0,0
924,2927.66,0,0
925,2927.31,0,0
926,2929.58,0,0
927,2927.14,0,0
928,2923.01,0,0
929,2928.32,0,0
930,2920.93,0,0
931,2923.91,0,0
932,2924.39,0,0
933,2922.09,0,0
934,2923.82,0,0
935,2923.05,0,0
936,2922.9,0,0
937,2918.25,0,0
938,2922.36,0,0
939,2919.04,0,0
940,2918.11,0,0
941,2916.77,0,0
942,2913.16,0,0
943,2909.09,0,0
944,2912.69,0,0
945,2918.38,0,0
946,2916.74,0,0
947,2917.38,0,0
948,2926.22,0,0
949,2931.84,0,0
950,2935.45,0,0
951,2929.83,0,0
952,2931.16,0,0
953,2931.23,0,0
954,2930.33,0,0
955,2928.91,0,0
956,2928.46,0,0
957,2932.96,0,0
958,2934.95,0,0
959,2940.65,0,0
960,2941.71,0,0
961,2942.01,0,0
962,2938.71,0,0
963,2934.7,0,0
964,2932.14,0,0
965,2931.38,0,0
966,2934.72,0,0
967,2933.7,0,0
968,2935.88,0,0
969,2932.77,0,0
970,2941.06,0,0
971,2939.62,0,0
972,2933.2,0,0
973,2934.99,0,0
974,2937.75,0,0
975,2942.27,0,0
976,2935.33,0,0
977,2935.0,0,0
978,2933.65,0,0
979,2939.42,0,0
980,2939.98,0,0
981,2944.53,0,0
982,2943.49,0,0
983,2947.84,0,0
984,2944.31,0,0
985,2940.2,0,0
986,2938.33,0,0
987,2940.15,0,0
988,2941.0,0,0
989,2941.09,0,0
990,2943.67,0,0
991,2943.73,0,0
992,2941.84,0,0
993,2938.68,0,0
994,2940.74,0,0
995,2936.06,0,0
996,2920.82,0,0
997,2924.97,0,0
998,2923.08,0,0
999,2918.18,0,0
1000,2917.62,1,0
1001,2932.98,0,0
1002,2939.56,0,0
1003,2937.49,0,0
1004,2938.72,0,0
1005,2929.74,0,0
1006,2933.81,0,0
1007,2936.43,0,0
1008,2936.77,0,0
1009,2931.7,0,0
1010,2934.26,0,0
1011,2930.71,0,0
1012,2924.26,0,0
1013,2919.75,0,0
1014,2901.64,0,0
1015,2900.22,0,0
1016,2895.89,0,0
1017,2898.01,0,0
1018,2900.47,0,0
1019,2888.87,0,0
1020,2889.26,0,0
1021,2885.02,0,0
1022,2881.81,0,0
1023,2884.89,0,0
1024,2886.0,0,0
1025,2889.6,0,0
1026,2876.25,0,0
1027,2873.27,0,0
1028,2873.29,0,0
1029,2876.68,0,0
1030,2882.52,0,0
1031,2881.97,0,0
1032,2887.42,0,0
1033,2885.63,0,0
1034,2888.47,0,0
1035,2889.01,0,0
1036,2884.91,0,0
1037,2888.11,0,0
1038,2891.55,0,0
1039,2900.56,0,0
1040,2899.76,0,0
1041,2896.58,0,0
1042,2893.34,0,0
1043,2896.94,0,0
1044,2886.78,0,0
1045,2853.95,0,0
1046,2849.0,0,0
1047,2848.37,0,0
1048,2851.97,0,0
1049,2850.66,0,0
1050,2858.9,0,0
1051,2858.61,0,0
1052,2856.17,0,0
1053,2861.86,0,0
1054,2863.99,0,0
1055,2858.68,0,0
1056,2848.19,0,0
1057,2850.72,0,0
1058,2840.37,0,0
1059,2853.22,0,0
1060,2854.26,0,0
1061,2856.97,0,0
1062,2858.99,0,0
1063,2865.77,0,0
1064,2868.4,0,0
1065,2879.73,0,0
1066,2887.18,0,0
1067,2893.67,0,0
1068,2893.0,0,0
1069,2892.1,0,0
1070,2889.4,0,0
1071,2890.81,0,0
1072,2891.38,0,0
1073,2902.86,0,0
1074,2903.92,0,0
1075,2896.31,0,0
1076,2891.03,0,0
1077,2884.8,0,0
1078,2886.31,0,0
1079,2878.74,0,0
1080,2879.31,0,0
1081,2877.56,0,0
1082,2883.57,0,0
1083,2883.16,0,0
1084,2883.13,0,0
1085,2873.67,0,0
1086,2878.57,0,0
1087,2880.52,0,0
1088,2882.1,0,0
1089,2890.13,0,0
1090,2886.09,0,0
1091,2890.22,0,0
1092,2887.81,0,0
1093,2890.5,0,0
1094,2887.1,0,0
1095,2894.3,0,0
1096,2893.43,0,0
1097,2902.14,0,0
1098,2882.62,0,0
1099,2874.65,0,0
1100,2872.19,0,0
1101,2887.14,0,0
1102,2871.58,0,0
1103,2876.61,0,0
1104,2870.04,0,0
1105,2879.0,0,0
1106,2880.68,0,0
1107,2887.72,0,0
1108,2887.74,0,0
1109,2871.13,0,0
1110,2867.32,0,0
1111,2873.23,0,0
1112,2882.06,0,0
1113,2888.93,0,0
1114,2870.23,0,0
1115,2869.78,0,0
1116,2867.32,0,0
1117,2875.36,0,0
1118,2864.91,0,0
1119,2868.93,0,0
1120,2864.41,0,0
1121,2870.34,0,0
1122,2864.82,0,0
1123,2869.38,0,0
1124,2874.13,0,0
1125,2874.77,0,0
1126,2856.0,0,0
1127,2848.38,0,0
1128,2848.44,0,0
1129,2841.74,0,0
1130,2842.27,0,0
1131,2844.23,0,0
1132,2846.52,0,0
1133,2839.53,0,0
1134,2847.67,0,0
1135,2851.58,0,0
1136,2851.01,0,0
1137,2857.44,0,0
1138,2854.33,0,0
1139,2860.0,0,0
1140,2853.11,0,0
1141,2854.82,0,0
1142,2854.78,0,0
1143,2846.85,0,0
1144,2845.24,0,0
1145,2844.48,0,0
1146,2850.55,0,0
1147,2852.19,0,0
1148,2853.39,0,0
1149,2857.86,0,0
1150,2858.46,0,0
1151,2856.31,0,0
1152,2859.02,0,0
1153,2865.25,0,0
1154,2865.39,0,0
1155,2867.21,0,0
1156,2865.3,0,0
1157,2865.64,0,0
1158,2863.26,0,0
1159,2859.52,0,0
1160,2864.44,0,0
1161,2860.3,0,0
1162,2863.08,0,0
1163,2863.56,0,0
1164,2864.99,0,0
1165,2861.8,0,0
1166,2861.46,0,0
1167,2860.56,0,0
1168,2863.16,0,0
1169,2866.24,0,0
1170,2866.4,0,0
1171,2867.65,0,0
1172,2867.0,0,0
1173,2862.02,0,0
1174,2861.41,0,0
1175,2860.51,0,0
1176,2859.98,0,0
1177,2856.53,0,0
1178,2853.35,0,0
1179,2852.39,0,0
1180,2845.7,0,0
1181,2847.9,0,0
1182,2850.97,0,0
1183,2845.52,0,0
1184,2850.54,0,0
1185,2858.68,0,0
1186,2854.41,0,0
1187,2851.51,0,0
1188,2854.41,0,0
1189,2856.1,0,0
1190,2852.13,0,0
1191,2864.31,0,0
1192,2869.48,0,0
1193,2871.7,0,0
1194,2867.3,0,0
1195,2871.0,0,0
1196,2874.61,0,0
1197,2869.78,0,0
1198,2868.55,0,0
1199,2868.41,0,0
1200,2869.4,0,0
1201,2868.87,0,0
1202,2871.8,0,0
1203,2868.68,0,0
1204,2880.97,0,0
1205,2883.06,0,0
1206,2884.56,0,0
1207,2887.51,0,0
1208,2885.74,0,0
1209,2882.76,0,0
1210,2880.6,0,0
1211,2872.68,0,0
1212,2868.83,0,0
1213,2863.34,0,0
1214,2866.65,0,0
1215,2862.46,0,0
1216,2860.98,0,0
1217,2858.61,0,0
1218,2856.56,0,0
1219,2858.58,0,0
1220,2855.94,0,0
1221,2860.0,0,0
1222,2862.43,0,0
1223,2860.63,0,0
1224,2860.73,0,0
1225,2858.82,0,0
1226,2855.29,0,0
1227,2853.67,0,0
1228,2853.12,0,0
1229,2858.66,0,0
1230,2855.54,0,0
1231,2861.92,0,0
1232,2865.9,0,0
1233,2859.58,0,0
1234,2864.11,0,0
1235,2864.03,0,0
1236,2859.16,0,0
1237,2864.83,0,0
1238,2862.24,0,0
1239,2869.77,0,0
1240,2872.21,0,0
1241,2872.5,0,0
1242,2873.67,0,0
1243,2871.62,0,0
1244,2868.43,0,0
1245,2870.52,0,0
