time,open,high,low,close,Volume,Volume MA
1641772860,3.005859,3.005859,3.005859,3.005859,1.980552,NaN
1641772920,3.005859,3.00586,3.005859,3.00586,81.06994098,NaN
1641773220,2.999551,2.999551,2.999551,2.999551,145.159915,NaN
1641773280,3.00213,3.00234,3.00213,3.00234,72.0099993,NaN
1641773820,3.01001,3.010439,3.01001,3.010439,72.2624487,NaN
1641774000,3.012425,3.013451,3.007226,3.013451,252.66710318,NaN
1641774060,3.014553,3.016281,3.014553,3.016281,932.83338695,NaN
1641774120,3.01658,3.016972,3.01658,3.016972,0.27465483,NaN
1641774180,3.018366,3.020337,3.018366,3.020337,185.45934079,NaN
1641774240,3.020337,3.020615,3.020337,3.020615,0.36942899,NaN
1641774300,3.021132,3.021645,3.021132,3.021645,1.94263413,NaN
1641774360,3.021645,3.023434,3.021645,3.023434,2.04552554,NaN
1641774420,3.023434,3.023434,3.023434,3.023434,3.79628064,NaN
1641774600,3.022389,3.022389,3.02012,3.02012,7.50120735,NaN
1641774660,3.02012,3.02012,3.018359,3.018359,163.29093759,NaN
1641774720,3.018359,3.018359,3.018359,3.018359,2.505622,NaN
1641774960,3.024613,3.024613,3.024613,3.024613,100.578041,NaN
1641775020,3.018359,3.018359,3.010083,3.010083,1.94090715,NaN
1641775080,3.016104,3.016104,3.016104,3.016104,0.030568,NaN
1641775440,3.00363,3.005424,3.002275,3.005424,23.21388822,102.54661911699998
1641775500,3.001264,3.001264,2.999551,2.999551,252.9228245,115.09373274199997
1641775620,2.997958,2.997958,2.997958,2.997958,0.020228,111.04124709299997
1641776340,2.997958,2.997958,2.997489,2.997489,0.91227141,103.82886491349996
1641776460,2.997056,2.997056,2.993676,2.993676,2.87722684,100.37222629049997
1641776520,2.992591,2.992591,2.991351,2.991351,98.79228976,101.69871834349996
1641776640,2.990601,2.990601,2.990601,2.990601,0.194835,89.07510493449996
1641776820,2.995882,2.995882,2.995882,2.995882,0.070219,42.43694653699996
1641777420,2.993147,2.997348,2.993146,2.997348,139.8421411,49.41532085049996
1641777600,2.991482,2.991482,2.989042,2.989042,1.66609089,40.22565835549996
1641777960,2.994852,2.994852,2.993108,2.993108,14.01835148,40.90810447999996
1641778080,2.98895,2.988983,2.983242,2.988983,323.82471565,57.00220855599996
1641778440,2.986429,2.987523,2.986429,2.987523,3.74557786,57.087211171999954
1641778500,2.983148,2.987523,2.982,2.987523,2.9807624,57.04643525999995
1641778920,2.982,2.982,2.981502,2.981502,2.30887224,56.786818504499955
1641779100,2.983788,2.983788,2.983788,2.983788,0.043939,48.62446857499996
1641779220,2.98088,2.98088,2.98088,2.98088,0.010725,48.49972372499995
1641779760,2.983757,2.99053,2.983757,2.989456,735.92439466,80.26704140799995
1641780120,2.992131,2.992131,2.992131,2.992131,1.920162,80.26600415049995
1641780180,2.98722,2.99278,2.98722,2.99278,0.49587468,80.28926948449995
1641780240,2.99278,2.99278,2.99278,2.99278,0.016961,79.12942312349996
1641780300,2.986348,2.986348,2.986348,2.986348,106.08634,71.78759889849997
1641780360,2.988915,2.988915,2.988915,2.988915,5.412916,72.05723329849997
1641780600,2.982606,2.982606,2.981103,2.981103,50.00000732,74.51162009399997
1641780720,2.987114,2.987114,2.987114,2.987114,0.070443,74.37128090199997
1641780780,2.98088,2.98088,2.974743,2.974743,194.46143512,79.15473816999997
1641780840,2.971817,2.971817,2.971817,2.971817,0.119988,79.15099581999996
1641780900,2.97165,2.97165,2.970302,2.970302,14.82047198,79.88850846899997
1641780960,2.970093,2.970093,2.9585,2.9585,78.3890144,76.81585213399998
1641781020,2.965559,2.965559,2.957938,2.961451,0.55339134,76.76021715649998
1641781320,2.964969,2.964969,2.964969,2.964969,0.311305,76.07486483249997
1641781560,2.968469,2.968469,2.968469,2.968469,0.67320898,59.91728949899997
1641781620,2.968469,2.968469,2.968469,2.968469,0.044321,59.73222665599998
1641781920,2.96928,2.96928,2.96928,2.96928,0.082518,59.58731443599997
1641781980,2.97,2.97,2.97,2.97,0.076471,59.47569437399998
1641782040,2.97,2.97,2.97,2.97,222.923529,70.61967387399997
1641782220,2.974144,2.977241,2.96948,2.96948,23.57123429,71.79769933849997
1641782340,2.977241,2.977241,2.977241,2.977241,3.993576,35.20115840549997
1641783180,2.976943,2.976943,2.976943,2.976943,12.388068,35.724553705499964
1641783420,2.971905,2.971905,2.971905,2.971905,0.812806,35.740400271499965
1641783780,2.96837,2.96837,2.96837,2.96837,0.026854,35.74089492149996
1641783840,2.96837,2.96837,2.96837,2.96837,2.548039,30.563979871499964
1641783900,2.96837,2.96837,2.96837,2.96837,17,31.143334071499964
1641784260,2.966999,2.966999,2.964913,2.964913,0.7929974,28.682983575499964
1641784440,2.971249,2.971249,2.971249,2.971249,0.070828,28.683002825499965
1641784500,2.964914,2.964914,2.964913,2.964913,74.72383871,22.696123004999965
1641784560,2.970223,2.970223,2.970223,2.970223,0.607204,22.720483804999965
1641784620,2.967234,2.967234,2.967234,2.967234,0.607816,22.00985100599997
1641784980,2.964249,2.964249,2.962941,2.962941,1.96541759,18.18867116549997
1641785100,2.970313,2.970313,2.970313,2.970313,0.056901,18.163846648499966
1641785160,2.970313,2.970313,2.970313,2.970313,0.67279104,18.181920950499965
1641785280,2.970313,2.970313,2.970313,2.970313,1.675,18.232010501499964
1641785340,2.962941,2.962941,2.962941,2.962941,5,18.479794451499963
1641785400,2.962941,2.962941,2.962215,2.962215,194.65483106,28.20841010449997
1641785640,2.962051,2.962051,2.960824,2.960824,1011.58573631,78.78387336999997
1641785880,2.97017,2.9703,2.97017,2.9703,5.10516834,67.89295533699998
1641786120,2.961267,2.961267,2.961267,2.961267,39.007697,68.66477847249999
1641786780,2.969206,2.969206,2.969206,2.969206,95,73.21509967249997
1641787200,2.973162,2.97487,2.97117,2.97117,26.99257243,73.94532489399998
1641787260,2.976156,2.976156,2.976156,2.976156,0.607816,73.935075394
1641787380,2.977892,2.978511,2.977892,2.978511,9.16794441,74.39212991449999
1641787440,2.979154,2.979224,2.974373,2.974373,169.86627796,82.7580418625
1641787920,2.97804,2.980598,2.97804,2.980598,72.72797437,85.54444058099999
1641787980,2.97477,2.97477,2.97477,2.97477,0.021346,85.50585801099999
1641788100,2.98088,2.982154,2.98088,2.982154,1.53298861,85.5789660415
1641788160,2.982714,2.983826,2.982714,2.983826,5.91759575,82.13865389349999
1641788280,2.981,2.981,2.981,2.981,0.023214,82.1094543935
1641788340,2.984354,2.991174,2.984354,2.991174,65.65853371,85.36199027900001
1641788400,2.991351,2.994186,2.991351,2.994186,33.34696655,86.931067727
1641788460,2.994186,2.994186,2.994186,2.994186,3.993576,87.12790147700001
1641788520,2.995867,3,2.995867,3,187.53197885,96.47086086750002
1641788700,2.998194,2.999719,2.994246,2.994246,143.7859398,103.57640785750002
1641788760,3.000221,3.000241,3.000221,3.000241,0.66607982,103.35971184850003
1641789000,2.994246,3.008254,2.994246,3.002439,5329.68994535,360.111467563
1641789120,3.007418,3.007704,3.007418,3.007704,332.4795259,326.1561570425
1641789180,3.0063,3.0063,3.0063,3.0063,0.094919,325.90564457550005
1641789240,2.999803,2.999803,2.999803,2.999803,13.550921,324.63280577550006
1641789300,2.999803,2.999803,2.999803,2.999803,18.629177,320.8142646255
1641789420,3.008163,3.008655,3.008163,3.008655,582.27424477,348.57834824250006
1641789480,3.004864,3.004864,3.003091,3.003176,291.44345091,363.12012998800003
1641789660,3.008655,3.010908,3.008655,3.010908,3.96121962,362.8597937485
1641789720,3.010908,3.010908,3.010908,3.010908,33.25963942,356.02946182150004
1641789780,3.003178,3.003178,3.003176,3.003176,202.19361119,362.50274366250005
1641790560,3.010972,3.010972,3.010972,3.010972,0.106331,362.50699291250004
1641790860,3.010966,3.012796,3.010966,3.012796,6.68797073,362.76474201850004
1641790920,3.008732,3.008732,3.008732,3.008732,0.3064,362.4841822310001
1641790980,3.008731,3.008731,3.008731,3.008731,53.99993,365.1830180310001
1641791280,3.00914,3.00914,3.00914,3.00914,0.112462,361.9057144455001
1641791580,3.006775,3.006775,3.006775,3.006775,3,360.38836611800014
1641792120,3.012901,3.012901,3.012901,3.012901,0.092985,360.1933365680001
1641792180,3.012901,3.016026,3.012901,3.016026,56.58182025,353.6458286380001
1641792360,3.01658,3.017364,3.01658,3.017364,0.66229994,346.4896466450001
1641792420,3.017364,3.017694,3.017364,3.017694,9.9745037,346.95506783900015
1641792660,3.01015,3.01015,3.009937,3.009937,31.03245235,82.02219318900015
1641792780,3.014559,3.014559,3.014559,3.014559,82.681,69.53226689400014
1641793080,3.014484,3.01556,3.014484,3.01556,660.2153221,102.53828704900016
1641793620,3.007,3.007,3.007,3.007,2.052469,101.96336444900015
1641794100,3.007,3.007,3.007,3.007,57.9,103.92690559900015
1641794220,3.007,3.007,3.00632,3.00632,4.70510077,75.04844839900015
1641794340,3.003296,3.003296,3.003296,3.003296,0.214669,60.487009303500145
1641794580,3.003401,3.003401,3.003401,3.003401,0.48,60.31294832250014
1641794700,3.01294,3.01294,3.01294,3.01294,1.921901,58.74606140150014
1641794820,3.003295,3.006381,3.003295,3.006381,332.22306492,65.24753408800015
1641794880,3.003623,3.004867,3.003623,3.004867,331.80690569,81.83256282250015
1641795180,3.00581,3.00581,3.00581,3.00581,0.018508,81.49908968600016
1641795240,3.000273,3.004304,3.000273,3.004304,249.56377253,93.96195831250017
1641795360,3.001485,3.003345,3.001485,3.003345,414.99489865,112.01170674500017
1641795480,2.997958,3.003424,2.99709,3.003424,18.45163676,112.92866548300017
1641795540,3.003424,3.003424,2.99709,2.99709,12.40691475,113.39901122050017
1641795780,3.004302,3.004302,3.004302,3.004302,2.194488,113.50408637050016
1641795960,3.004303,3.004303,3.004303,3.004303,0.66517924,110.70825432000015
1641796080,2.999547,2.999547,2.995867,2.995867,0.55082914,110.70268078000015
1641796380,3.005189,3.005189,3.005189,3.005189,163.83488692,118.39569994100016
1641796560,3.005189,3.006268,3.005189,3.006268,3.39871383,117.01401301500016
1641796680,3.009295,3.014596,3.009295,3.014596,188.16703133,122.28831458150016
1641796740,3.011003,3.011465,3.011003,3.011465,331.97448063,105.87627250800017
1641796860,3.010462,3.010462,3.010462,3.010462,6.641285,106.10571330800016
1641796980,3.003295,3.003295,3.002156,3.002156,2.91576983,103.35650179950017
1641797040,3.002156,3.002156,3.002156,3.002156,4.849576,103.36372556100017
1641797100,3.000273,3.000273,3.000273,3.000273,0.137929,103.35988856100016
1641797280,3.000273,3.000273,3.000273,3.000273,0.463194,103.35904826100015
1641797340,2.998384,2.998384,2.998384,2.998384,0.157158,103.27081111100014
1641797520,2.998384,2.998384,2.998384,2.998384,52.364902,89.27790296500015
1641798000,3.00578,3.006655,3.00578,3.006655,238.64364848,84.61974010450014
1641798060,3.008295,3.008295,3.008295,3.008295,33.27787,86.28270820450012
1641798180,3.009295,3.009295,3.009295,3.009295,0.601123,73.83457572800012
1641798240,3.012326,3.01536,3.012326,3.01536,1.98958177,53.18430988400013
1641798300,3.011718,3.011718,3.011718,3.011718,0.3162,52.27753804600013
1641798360,3.016704,3.016704,3.016704,3.016704,0.02764,51.658574308500135
1641798420,3.018366,3.018397,3.018366,3.018397,19.33778763,52.515739290000134
1641798480,3.01938,3.022898,3.01938,3.022898,22.71356196,53.618158426000136
1641798540,3.023434,3.023434,3.023434,3.023434,0.596301,53.62043201900015
1641799080,3.0135,3.0135,3.0135,3.0135,0.31671,45.44452317300014
1641799140,3.012379,3.012379,3.009348,3.009348,0.62268801,45.30572188200014
1641799200,3.0135,3.0135,3.009348,3.009348,0.02171591,35.898456111000144
