,closes,actual,predicted
703,3696.49,0,0
704,3710.33,0,0
705,3708.44,0,0
706,3709.31,0,0
707,3709.01,0,0
708,3716.85,0,0
709,3706.5,0,0
710,3699.01,0,0
711,3691.8,0,0
712,3699.0,0,0
713,3697.5,0,0
714,3701.15,0,0
715,3684.55,0,0
716,3694.39,0,0
717,3693.58,0,0
718,3689.1,0,0
719,3699.27,0,0
720,3692.68,0,0
721,3703.34,1,0
722,3738.48,0,0
723,3737.68,0,0
724,3732.16,0,0
725,3746.58,0,0
726,3741.41,0,0
727,3736.25,0,0
728,3731.51,0,0
729,3729.18,0,0
730,3731.39,0,0
731,3717.28,0,0
732,3715.7,0,0
733,3711.01,0,0
734,3706.54,0,0
735,3717.22,0,0
736,3718.7,0,0
737,3723.81,0,0
738,3720.48,0,0
739,3708.74,1,0
740,3723.98,0,0
741,3732.26,1,0
742,3753.6,0,0
743,3756.8,0,0
744,3745.99,0,0
745,3751.5,0,0
746,3740.91,0,0
747,3741.59,0,0
748,3734.77,1,0
749,3753.74,0,0
750,3740.93,1,0
751,3759.99,0,0
752,3755.0,0,0
753,3758.06,0,0
754,3762.34,0,0
755,3751.06,0,0
756,3746.19,0,0
757,3750.71,0,0
758,3738.46,0,0
759,3724.78,0,0
760,3728.22,0,0
761,3738.35,0,0
762,3736.43,0,0
763,3736.93,0,0
764,3732.21,0,0
765,3720.72,0,0
766,3690.0,0,0
767,3703.83,0,0
768,3707.68,0,0
769,3708.8,0,0
770,3713.32,0,0
771,3709.27,1,0
772,3725.7,0,0
773,3710.44,0,0
774,3695.51,0,0
775,3700.6,0,0
776,3695.98,1,0
777,3720.77,0,0
778,3728.41,0,0
779,3726.29,0,0
780,3716.02,0,0
781,3709.92,0,0
782,3710.5,0,0
783,3716.88,0,0
784,3711.31,1,0
785,3733.65,0,0
786,3744.99,0,0
787,3742.78,0,0
788,3740.97,0,0
789,3753.72,0,0
790,3751.29,0,0
791,3745.92,0,0
792,3748.42,0,0
793,3741.71,0,0
794,3740.05,0,0
795,3739.99,0,0
796,3737.76,0,0
797,3742.43,0,0
798,3734.14,0,0
799,3738.9,0,0
800,3731.24,0,0
801,3718.62,0,0
802,3687.92,1,0
803,3721.88,0,0
804,3717.81,1,0
805,3772.72,1,0
806,3796.07,0,0
807,3799.76,0,0
808,3807.93,0,0
809,3798.22,0,0
810,3788.98,0,0
811,3795.49,0,0
812,3787.06,0,0
813,3796.11,0,0
814,3801.33,0,0
815,3773.77,0,0
816,3779.38,0,0
817,3785.9,0,0
818,3781.3,0,0
819,3780.92,0,0
820,3786.55,0,0
821,3784.41,0,0
822,3796.88,0,0
823,3793.71,0,0
824,3791.53,0,0
825,3790.0,0,0
826,3798.44,0,0
827,3791.69,0,0
828,3791.6,0,0
829,3798.7,0,0
830,3793.26,0,0
831,3794.21,0,0
832,3791.29,0,0
833,3793.22,0,0
834,3786.39,0,0
835,3784.64,0,0
836,3783.86,0,0
837,3786.53,0,0
838,3772.89,0,0
839,3745.49,0,0
840,3737.67,0,0
841,3711.74,0,0
842,3724.69,0,0
843,3722.03,0,0
844,3713.44,0,0
845,3717.75,0,0
846,3706.68,0,0
847,3704.43,0,0
848,3689.23,0,0
849,3652.85,0,1
850,3645.48,0,1
851,3626.27,1,1
852,3656.56,0,1
853,3658.07,0,1
854,3651.3,0,1
855,3645.04,0,1
856,3638.65,1,1
857,3660.03,1,0
858,3682.61,0,0
859,3688.41,0,0
860,3701.24,0,0
861,3692.54,0,0
862,3677.43,0,0
863,3681.8,0,0
864,3691.0,0,0
865,3685.86,0,0
866,3693.29,0,0
867,3676.23,1,0
868,3691.9,0,0
869,3697.71,1,0
870,3714.52,0,0
871,3723.04,0,0
872,3727.6,0,0
873,3737.77,0,0
874,3733.82,0,0
875,3724.89,0,0
876,3726.49,0,0
877,3729.16,0,0
878,3728.44,0,0
879,3728.32,0,0
880,3729.14,0,0
881,3729.0,0,0
882,3731.32,0,0
883,3723.96,0,0
884,3713.05,0,0
885,3716.2,0,0
886,3715.04,0,0
887,3708.21,0,0
888,3715.05,1,0
889,3750.69,0,0
890,3744.44,0,0
891,3735.61,0,0
892,3741.0,0,0
893,3727.65,0,0
894,3723.56,0,0
895,3711.92,0,0
896,3708.42,0,0
897,3707.96,0,0
898,3721.68,0,0
899,3715.31,0,0
900,3717.1,0,0
901,3721.47,0,0
902,3722.26,0,0
903,3721.4,0,0
904,3729.65,0,0
905,3722.51,0,0
906,3713.95,0,0
907,3718.67,0,0
908,3719.64,0,0
909,3691.22,0,0
910,3698.61,0,0
911,3691.39,0,0
912,3702.0,0,0
913,3707.32,0,0
914,3706.16,0,0
915,3693.37,0,0
916,3708.13,0,0
917,3700.76,0,0
918,3705.67,0,0
919,3716.28,0,0
920,3720.0,0,0
921,3714.34,0,0
922,3719.76,0,0
923,3710.03,0,0
924,3706.97,0,0
925,3710.15,0,0
926,3701.55,0,0
927,3697.61,0,0
928,3706.28,0,0
929,3713.41,1,0
930,3734.67,0,0
931,3725.3,0,0
932,3736.94,0,0
933,3744.3,0,0
934,3739.64,0,0
935,3727.62,0,0
936,3728.93,0,0
937,3735.31,1,0
938,3757.82,0,0
939,3760.77,0,0
940,3754.71,0,0
941,3749.05,0,0
942,3744.62,0,0
943,3752.58,0,0
944,3749.35,0,0
945,3744.38,0,0
946,3738.86,0,0
947,3747.61,0,0
948,3746.55,0,0
949,3752.0,0,0
950,3760.64,0,0
951,3761.02,0,0
952,3773.19,0,0
953,3762.48,0,0
954,3764.35,0,0
955,3748.65,0,0
956,3742.51,0,0
957,3754.56,0,0
958,3759.77,0,0
959,3757.89,0,0
960,3747.08,0,0
961,3755.46,0,0
962,3758.59,0,0
963,3765.54,0,0
964,3758.18,0,0
965,3763.18,0,0
966,3763.2,0,0
967,3761.58,0,0
968,3751.0,0,0
969,3753.84,0,0
970,3747.99,0,0
971,3747.0,0,0
972,3750.44,0,0
973,3743.29,0,0
974,3747.7,0,0
975,3746.5,0,0
976,3746.27,0,0
977,3753.73,0,0
978,3752.64,0,0
979,3758.55,0,0
980,3757.78,0,0
981,3751.51,0,0
982,3743.12,0,0
983,3724.34,0,0
984,3725.2,0,0
985,3730.12,0,0
986,3734.68,0,0
987,3744.69,0,0
988,3742.03,0,0
989,3742.19,0,0
990,3745.31,0,0
991,3738.52,0,0
992,3737.39,0,0
993,3742.27,0,0
994,3744.07,0,0
995,3747.22,0,0
996,3735.85,0,0
997,3741.05,0,0
998,3741.22,0,0
999,3744.0,0,0
1000,3743.73,0,0
1001,3756.12,0,0
1002,3760.96,0,0
1003,3753.48,0,0
1004,3758.8,0,0
1005,3749.26,0,0
1006,3746.29,0,0
1007,3743.16,0,0
1008,3747.7,0,0
1009,3750.27,0,0
1010,3746.28,0,0
1011,3744.01,0,0
1012,3735.83,0,0
1013,3742.42,0,0
1014,3750.6,0,0
1015,3753.95,0,0
1016,3746.72,0,0
1017,3754.43,0,0
1018,3749.03,0,0
1019,3745.28,0,0
1020,3752.65,0,0
1021,3746.29,0,0
1022,3753.12,0,0
1023,3752.59,1,0
1024,3767.99,0,0
1025,3762.59,0,0
1026,3769.77,0,0
1027,3778.17,0,0
1028,3791.14,0,0
1029,3785.19,0,0
1030,3796.45,1,0
1031,3838.62,0,0
1032,3821.19,0,0
1033,3823.4,0,0
1034,3830.54,0,0
1035,3823.82,0,0
1036,3815.78,0,0
1037,3793.87,0,0
1038,3785.35,0,0
1039,3795.06,0,0
1040,3796.72,0,0
1041,3790.1,0,0
1042,3792.12,0,0
1043,3798.72,0,0
1044,3810.61,0,0
1045,3809.48,0,0
1046,3802.6,0,0
1047,3810.26,0,0
1048,3816.6,0,0
1049,3810.03,0,0
1050,3821.76,0,0
1051,3811.57,0,0
1052,3824.51,0,0
1053,3824.83,0,0
1054,3828.91,0,0
1055,3827.7,0,0
1056,3828.42,0,0
1057,3833.97,0,0
1058,3834.69,0,0
1059,3828.27,0,0
1060,3809.53,0,0
1061,3815.67,0,0
1062,3814.52,0,0
1063,3807.03,0,0
1064,3801.05,0,0
1065,3803.01,0,0
1066,3794.69,0,0
1067,3805.78,0,0
1068,3789.37,0,0
1069,3794.99,0,0
1070,3802.99,0,0
1071,3798.45,0,0
1072,3796.94,0,0
1073,3801.12,0,0
1074,3782.2,0,0
1075,3785.0,0,0
1076,3792.15,0,0
1077,3790.45,0,0
1078,3797.45,0,0
1079,3791.87,0,0
1080,3792.79,0,0
1081,3806.86,0,0
1082,3817.15,0,0
1083,3812.13,0,0
1084,3812.88,0,0
1085,3805.86,0,0
1086,3809.39,0,0
1087,3803.17,0,0
1088,3802.76,0,0
1089,3806.87,0,0
1090,3805.29,0,0
1091,3808.88,0,0
1092,3818.13,0,0
1093,3813.42,0,0
1094,3807.43,0,0
1095,3807.4,0,0
1096,3809.49,0,0
1097,3796.69,0,0
1098,3803.76,0,0
1099,3808.86,0,0
1100,3819.78,0,0
1101,3816.2,0,0
1102,3822.35,0,0
1103,3823.97,0,0
1104,3837.6,0,0
1105,3840.11,0,0
1106,3832.89,0,0
1107,3834.61,0,0
1108,3835.71,0,0
1109,3832.99,0,0
1110,3826.05,0,0
1111,3819.1,0,0
1112,3820.04,0,0
1113,3829.02,0,0
1114,3825.48,0,0
1115,3819.29,0,0
1116,3815.94,0,0
1117,3822.77,1,0
1118,3839.32,0,0
1119,3804.19,0,0
1120,3806.86,0,0
1121,3811.57,0,0
1122,3806.85,0,0
1123,3784.04,0,0
1124,3765.59,0,0
1125,3753.43,0,0
1126,3749.15,0,0
1127,3748.93,0,0
1128,3747.91,1,0
1129,3767.6,0,0
1130,3765.4,0,0
1131,3761.65,0,0
1132,3758.02,0,0
1133,3762.48,0,0
1134,3752.63,0,0
1135,3752.4,0,0
1136,3754.5,0,0
1137,3761.02,0,0
1138,3759.15,0,0
1139,3738.4,0,0
1140,3737.59,0,0
1141,3684.03,0,0
1142,3690.36,0,0
1143,3699.02,0,0
1144,3694.93,1,0
1145,3712.46,0,0
1146,3721.99,0,0
1147,3723.38,0,0
1148,3736.62,1,0
1149,3763.89,0,0
1150,3757.0,0,0
1151,3751.99,0,0
1152,3759.63,0,0
1153,3766.0,0,0
1154,3773.84,0,0
1155,3765.89,0,0
1156,3764.26,0,0
1157,3765.72,0,0
1158,3751.48,0,0
1159,3743.11,0,0
1160,3748.64,0,0
1161,3754.82,0,0
1162,3735.55,0,0
1163,3732.26,0,0
1164,3714.99,0,0
1165,3728.13,0,0
1166,3731.77,0,0
1167,3725.81,0,0
1168,3722.56,0,0
1169,3735.46,0,0
1170,3748.85,0,0
1171,3744.23,0,0
1172,3740.32,0,0
1173,3743.59,0,0
1174,3737.68,0,0
1175,3730.84,0,0
1176,3734.47,0,0
1177,3747.28,0,0
1178,3733.49,0,0
1179,3742.39,0,0
1180,3746.98,0,0
1181,3753.76,0,0
1182,3753.96,0,0
1183,3753.33,0,0
1184,3748.65,0,0
1185,3756.98,0,0
1186,3757.38,0,0
1187,3763.87,0,0
1188,3776.74,0,0
1189,3770.28,0,0
1190,3769.37,0,0
1191,3770.12,0,0
1192,3775.0,0,0
1193,3775.44,0,0
1194,3771.29,0,0
1195,3766.93,0,0
1196,3768.46,1,0
1197,3784.0,0,0
1198,3792.56,0,0
1199,3805.76,1,0
1200,3824.82,0,0
1201,3818.94,0,0
1202,3831.68,0,0
1203,3836.19,0,0
1204,3826.67,0,0
1205,3819.33,0,0
1206,3822.98,0,0
1207,3831.79,0,0
1208,3819.42,1,0
1209,3839.68,0,0
1210,3844.35,1,0
1211,3865.96,0,0
1212,3858.42,0,0
1213,3857.76,0,0
1214,3868.6,0,0
1215,3875.34,0,0
1216,3877.16,0,0
1217,3873.86,0,0
1218,3855.72,0,0
1219,3849.52,0,0
1220,3852.0,0,0
1221,3842.96,0,0
1222,3854.78,0,0
1223,3851.71,0,0
1224,3851.4,0,0
1225,3853.4,0,0
1226,3859.25,0,0
1227,3838.3,0,0
1228,3848.93,0,0
1229,3821.78,0,0
1230,3799.56,0,0
1231,3771.68,1,0
1232,3835.0,0,0
1233,3818.74,0,0
1234,3809.84,0,0
1235,3812.31,0,0
1236,3809.73,1,0
1237,3827.49,0,0
1238,3822.12,0,0
1239,3816.37,0,0
1240,3821.87,0,0
1241,3819.12,0,0
1242,3829.53,0,0
1243,3825.99,0,0
1244,3818.39,0,0
1245,3815.0,0,0
1246,3819.44,0,0
