RSI,SLOWK,MACDHIST,MACD,OBV,SLOWD,MACDSIGNAL,Volume
49.95922320123719,69.31374372326574,3.881459869857119,-3.6935135561129755,-164674.39557000005,76.44222772601505,-7.574973425970095,7854.21462
45.905808405399426,49.82332155477027,2.9227039412899627,-3.921593499357641,-169591.72920000006,69.21434217663293,-6.844297440647604,4917.33363
42.294898016022806,30.77924493211863,1.577466605123524,-4.872464184243199,-180605.50581000006,49.97210340338489,-6.449930789366723,11013.77661
40.41911145057243,21.398421728757388,0.3523901921181434,-6.009443049219044,-190883.09730000005,34.00032940521544,-6.361833241337187,10277.59149
46.36039314052793,45.27436226830559,0.45433057951458444,-5.793920016943957,-184040.68269000005,32.484009643060546,-6.248250596458542,6842.41461
52.89968019920479,76.1424114516424,1.6247852931126499,-4.217268980067729,-175451.07039000004,47.605065149568475,-5.842054273180379,8589.6123
50.11453885598033,63.075793723619064,1.8721088295011539,-3.5019182363039363,-179722.07058000003,61.49752248118904,-5.37402706580509,4271.00019
52.83745414402693,76.38098733712619,2.440659433926074,-2.3232027733974974,-175672.69097000003,71.86639750412924,-4.763862207323571,4049.37961
54.333303227781606,83.79519177830801,2.9703271218258367,-1.0509533050412756,-172313.08217000004,74.41732427968444,-4.021280426867112,3359.6088
50.68647344050292,68.17764727472891,2.6401760382428088,-0.7210603790636014,-179232.06001000004,76.11794213005439,-3.36123641730641,6918.97784
53.82048540852443,82.84088823637374,2.835388229249687,0.18299886925569808,-175173.80567000003,78.27124242980358,-2.6523893599939887,4058.25434
59.10636697688233,93.39432470150375,3.796297586957177,2.0929826237024827,-170548.39426000003,81.47095340420215,-1.7033149632546944,4625.41141
56.40181882021555,84.29213831601777,3.8404878746440856,3.0972948800504128,-173792.46965000004,86.8424504179651,-0.7431929945936729,3244.07539
57.09338307351044,87.26934408435406,3.7961662335622597,4.002014797359152,-168413.62805000006,88.31860236729187,0.2058485637968921,5378.8416
54.34233498977649,78.44627073964935,3.2043857915689493,4.211330803258079,-173268.55480000007,83.33591771334041,1.0069450116891294,4854.92675
54.44204993068917,78.81842146069174,2.6716261908828614,4.346477750292706,-170435.72472000006,81.51134542823172,1.6748515594098448,2832.83008
55.5485206262708,82.75701659171976,2.3444792989929626,4.605450683151048,-168455.47268000006,80.00723626402028,2.2609713841580854,1980.25204
46.647660165668256,44.55871353777098,0.8133743310539194,3.277689297975485,-176783.45774000007,68.71138386339416,2.4643149669215654,8327.98506
48.16343476247984,33.39195979899473,-0.011010251658583048,2.4505521523483367,-171894.56725000008,53.56922997616183,2.4615624040069197,4888.89049
47.20667492749731,18.59339407744808,-0.6823236968410873,1.6086577829555608,-174971.94140000007,32.18135580473793,2.290981479796648,3077.37415
44.89779246414788,4.3564920273341405,-1.407296183033673,0.5318612510045568,-179460.15409000008,18.780615301258987,1.9391574340382298,4488.21269
55.599577352373366,75.65909090909082,-0.34545288099238336,1.5073413327977505,-166282.5393500001,32.869659004624346,1.8527942137901339,13177.61474
52.19294035940275,59.431818181818386,-0.1343505505784155,1.6848560255671146,-170683.82994000008,46.48246703941445,1.81920657614553,4401.29059
54.66085136707578,72.81818181818174,0.36430785904552954,2.274591399952442,-168441.8613900001,69.30303030303033,1.9102835409069123,2241.96855
57.523411949128345,89.04545454545418,1.0960020988744796,3.280286164500012,-165373.7849400001,73.76515151515144,2.1842840656255325,3068.07645
49.45989109335439,51.30232558139522,0.3846875266040235,2.665143473880562,-169861.1510100001,71.05532064834372,2.2804559472765384,4487.36607
43.825518239184966,17.395348837209344,-1.0325686426847729,0.9897451439205724,-178089.4791400001,52.5810429880196,2.0223137866053453,8228.32813
41.084151755672046,11.32653061224527,-2.391259521132662,-0.9667606148104824,-186269.4275900001,26.674735010283296,1.4244989063221798,8179.94845
38.405662246150314,6.004366812227402,-3.6544367706195273,-3.1435470569522295,-194117.84180000008,11.575415420560688,0.5108897136672979,7848.41421
38.53182139129026,9.7894736842104,-4.243941629284633,-4.794037322938493,-187053.48734000008,9.040123702894373,-0.5500956936538606,7064.35446
43.328857498634655,25.94736842105257,-3.7981816199052085,-5.297822718535372,-182577.97797000007,13.91373630583014,-1.499641098630163,4475.50937
42.590420873550634,22.614035087719078,-3.4272625447329923,-5.783719279546403,-186126.03622000007,19.4502923976607,-2.356456734813411,3548.05825
42.414244662184174,21.859649122807085,-3.0210731176325414,-6.132798131854088,-189137.19333000007,23.47368421052626,-3.1117250142215465,3011.15711
37.082063226129684,5.77419354838698,-3.465531979820277,-7.4436399889968925,-196569.73578000008,16.7492925863044,-3.9781080091766157,7432.54245
32.11672419451764,9.62521294718894,-4.537683591282604,-9.65021249827987,-211734.28051000007,12.419685206127687,-5.112528906997267,15164.54473
28.98166581128233,8.979505598986076,-5.6839966509400845,-12.217524720672372,-226394.52786000006,8.126304031520684,-6.533528069732288,14660.24735
26.277381852866462,6.892612338156904,-6.7877916507237135,-15.01826763313693,-236373.35656000007,8.499110294777326,-8.230475982413216,9978.8287
31.47166196331569,15.251332825590241,-6.488446951109706,-16.34103467130035,-224880.05169000008,10.374483587577759,-9.852587720190643,11493.30487
29.822228321439248,9.158415841584059,-6.279297268716151,-17.70170930608583,-231026.59652000008,10.43412033511042,-11.42241203736968,6146.54483
33.10808563133749,17.36198422676888,-5.359434823158871,-18.12170556631827,-224036.22695000007,13.923910964647746,-12.762270743159398,6990.36957
36.39584633603693,28.86341665515831,-4.021182386843275,-17.788748726713493,-220680.64934000006,18.461272241170438,-13.767566339870218,3355.57761
34.55404859957476,21.74225028702659,-3.213029953239115,-17.78385378141911,-225211.98410000006,22.655883722984612,-14.570823828179996,4531.33476
35.86698106048639,24.842135476463817,-2.2673777515796125,-17.405046017654513,-218129.73993000007,25.149267472882922,-15.1376682660749,7082.24417
32.92304702999742,12.012055109069907,-1.9883242659793812,-17.623073598549126,-222739.29313000006,19.53214695752012,-15.634749332569745,4609.5532
30.098840856191067,11.753708089243252,-2.172278308172107,-18.350097217784878,-232941.55946000008,16.20263289159234,-16.17781890961277,10202.26633
28.1864032065125,3.4010783907089994,-2.4710217494861766,-19.266596096470494,-238828.54829000006,9.055613863007403,-16.795574346984317,5886.98883
29.772124243070643,12.5194199896428,-2.2288306354926632,-19.581612641350148,-230459.61166000005,9.224735489865035,-17.352782005857485,8368.93663
30.440950849490676,15.402499273466848,-1.7426385238390552,-19.531080160656302,-225386.96885000006,10.440999217939565,-17.788441636817247,5072.64281
34.02780405711381,33.60017308524457,-0.8697558268582313,-18.875636420390038,-221889.87752000007,20.507364116118087,-18.005880593531806,3497.09133
38.463964243175816,54.349442379182435,0.2955333994928466,-17.636463844165746,-217135.34469000006,34.4507049126313,-17.931997243658593,4754.53283
43.86303301224787,75.4151177199502,1.7163545004225327,-15.786554118130425,-211190.60371000005,54.454911061459086,-17.502908618552958,5944.74098
45.14955644582672,80.644361833953,2.811149449072211,-13.988971807212693,-205125.80267000006,70.13630731102857,-16.800121256284903,6064.80104
51.12382187696193,83.47572815533938,4.17003869938598,-11.587572882052427,-190586.71369000006,79.8450692364142,-15.757611581438407,14539.08898
57.50169377250797,93.82387214915926,5.800065138306158,-8.50753015855571,-176970.28241000007,85.98132071281721,-14.307595296861868,13616.43128
52.68409521948412,76.92059393156848,6.092911072686427,-6.691456456003834,-187071.53195000006,84.74006474535571,-12.784367528690261,10101.24954
47.59951447371126,60.296965784377186,5.416291465615263,-6.014003196671183,-194839.64733000007,77.01381062170165,-11.430294662286446,7768.11538
49.943224779025044,67.78566817301481,5.108590230277255,-5.044556874439877,-190962.60384000005,68.33440929632017,-10.153147104717132,3877.04349
45.65414509001191,53.17947062621013,4.162942762253234,-4.949468651900588,-197534.54980000007,60.42070152786739,-9.112411414153822,6571.94596
39.642196604045886,29.2285345384117,2.4880228954002597,-6.002382794903497,-209568.86077000006,50.06455777921223,-8.490405690303756,12034.31097
39.412450007619235,28.244028405422835,1.3462659330809377,-6.807573273952585,-216395.18571000005,36.8840111900149,-8.153839207033522,6826.32494
41.86888311687775,32.172889337369824,0.8979652509827769,-7.031382643305051,-213628.94593000005,29.881817427068132,-7.929347894287828,2766.23978
36.01651381081275,4.770046161736986,-0.3386808955067995,-8.352699013671327,-229010.88010000004,21.728987968176565,-8.014018118164527,15381.93417
42.05989576968903,27.268324184695004,-0.34331213702321506,-8.443158289443545,-220636.54683000004,21.40375322793395,-8.09984615242033,8374.33327
40.62429149147019,21.294801420729808,-0.4904985248428808,-8.71296930847393,-226286.29688000004,17.77772392238728,-8.22247078363105,5649.75005
44.995837509606545,34.21052631578954,0.02846464907272228,-8.186889972290146,-218972.66566000003,27.591217307071464,-8.215354621362868,7313.63122
52.077540216769314,58.28220858895686,1.378667735986907,-6.492019951379234,-212374.08198000002,37.92917877515875,-7.870687687366141,6598.58368
47.25274830383419,40.555376170487726,1.52371444076923,-5.966044636404604,-217667.86673,44.34937035841139,-7.489759077173834,5293.78475
47.244162348661156,40.52308685824974,1.601757627062197,-5.487562043346088,-226182.70686,46.45355720589813,-7.089319670408285,8514.84013
45.196754009704016,41.938127432903194,1.3358629934207995,-5.419490928632285,-234097.28308,41.00553015388024,-6.755353922053085,7914.57622
43.96475747955241,37.431231485399856,0.9833514095761151,-5.526164660082941,-239823.09727,39.96414859218427,-6.509516069659056,5725.81419
42.81637710931467,35.290006988120545,0.6081042216584018,-5.749385792586054,-244949.51366,38.21978863547454,-6.357490014244456,5126.41639
51.57418080181721,84.28380187416357,1.4411311989381552,-4.556076015571762,-235688.95289,52.335013449228,-5.997207214509917,9260.56077
55.32389657365929,88.57969723953673,2.472710070811277,-2.9063196259958204,-228511.32640999998,69.3845020339403,-5.379029696807097,7177.62648
59.6081376234618,95.96036585365876,3.713252468358271,-0.7374641113592588,-217457.72407999999,89.6079549891197,-4.45071657971753,11053.60233
54.052431310641424,66.68898560428522,3.6653600897191447,0.13098353243140082,-228042.43092999997,83.74301623249359,-3.534376557287744,10584.70685
54.24017075196432,67.4087713424838,3.502861673855501,0.8442005350316322,-222906.23199999996,76.68604093347595,-2.658661138823869,5136.19893
59.83418900101379,89.19815668202746,4.110181928428957,2.479066271712327,-213573.98632999996,74.43197120959884,-1.6311156567166296,9332.24567
56.34079899934697,76.910048927361,3.8811753148237917,3.22035348681311,-220609.56256999995,77.83899231729077,-0.6608218280106816,7035.57624
65.482506705082,95.55117555962227,5.263282292213216,5.918281037255838,-205788.66157999996,87.21979372300359,0.6549987450426223,14820.90099
69.40022220266464,86.39667705088277,6.82600350265453,9.187503123360784,-183396.04376999996,86.2859671792887,2.3614996207062546,22392.61781
71.45539331798835,95.77362409138094,8.00240066237519,12.364500448675244,-175693.14959999995,92.57382556729534,4.362099786300053,7702.89417
67.51826730128175,81.15292712066922,7.815883521733039,14.131954188466352,-189495.08215999993,87.77440942097768,6.316070666733313,13801.93256
64.30531026587441,74.36317135549878,6.840471972232487,14.866660632023923,-198380.27779999992,83.76324085584967,8.026188659791435,8885.19564
66.7280369276094,83.27365728900264,6.3531926876442935,15.967679519346802,-191897.54413999993,79.5965852550569,9.614486831702509,6482.73366
69.65644525433832,95.02717112683287,6.36098030609563,17.565712214322048,-185644.25127999994,84.22133325711144,11.204731908226417,6253.29286
63.79861858754475,80.4547121378807,5.219328158861597,17.728892106803414,-193130.85244999995,86.25184685123877,12.509563947941817,7486.60117
64.39205672406987,82.96051827404955,4.246935808012514,17.81823370795746,-188033.17651999995,86.14746717958774,13.571297899944947,5097.67593
58.73702695609283,67.81550288276767,2.577619314183554,16.79332204267439,-193582.58374999996,77.07691109823267,14.215702728490836,5549.40723
61.49896383002338,78.68033311979521,1.8077729530594784,16.475418919815183,-186880.05243999997,76.4854514255375,14.667645966755705,6702.53131
62.296990539778164,79.81455064193993,1.2556655773411727,16.23722793843217,-179711.33424999996,75.43679554816764,14.981562361090997,7168.71819
60.072867739802895,73.78083763625895,0.44364031000018045,15.536112748591222,-183434.07522999996,77.42524046599806,15.092472438591042,3722.74098
60.81342671947741,76.69248422260463,-0.09662308692979593,14.971693579928797,-179284.21947999997,76.76262416693454,15.068316666858593,4149.85575
58.95705087344819,45.9872257706201,-0.7717760665854598,14.103596583626768,-182637.54001999996,65.48684920982794,14.875372650212228,3353.32054
50.064505975391945,13.532595904918873,-2.3935144380378457,11.88347960266492,-192518.44963999995,45.40410196604791,14.276994040702766,9880.90962
51.658573036392276,27.047200878156126,-3.1906772784647544,10.288647442621823,-187930.52685999995,28.85567418456508,13.479324721086577,4587.92278
53.357971320677834,38.60409145607676,-3.4085496490564253,9.218637659766046,-185276.38682999994,26.394629413050634,12.62718730882247,2654.14003
50.07123069005419,23.080625752106148,-3.893169613089663,7.760725292460393,-187844.48740999994,29.57730602877972,11.653894905550056,2568.10058
48.34106940166554,14.705174488568233,-4.321165439027592,6.252438106765567,-191184.35796999995,25.463297232250426,10.573603545793159,3339.87056
48.27396359905902,14.392298435619717,-4.467596119867537,4.989108395958738,-195781.67750999995,17.392699558764743,9.456704515826274,4597.31954
50.324746524335005,25.418326693227467,-4.182286819667421,4.228845991241997,-191109.48349999994,18.171933205805185,8.411132810909418,4672.19401
55.937309297343596,53.86454183266973,-3.1774136044799066,4.439365805309535,-187455.88566999993,31.225055653839018,7.616779409789442,3653.59783
50.062071250960216,26.427622841966134,-3.1096904604559743,3.7296663342194734,-191896.03192999994,35.23683045595448,6.839356794675448,4440.14626
50.007313981233025,28.736221481671635,-2.972962670100931,3.123153457049284,-197032.95016999994,36.34279538543587,6.096116127150215,5136.91824
50.70411625264405,32.00103145951505,-2.710412654712824,2.7081003087591853,-194441.30461999995,29.054958594384313,5.4185129634720095,2591.64555
48.391828295927354,22.150593089220596,-2.696950105570771,2.047325331508546,-198441.77230999994,27.6292820101358,4.744275437079317,4000.46769
51.12517363100216,39.98763906056918,-2.3127792754991052,1.8533013427054357,-196700.94976999995,31.379754536434984,4.166080618204541,1740.82254
52.9571567559055,54.337431693989046,-1.7991916307507339,1.9170910797661236,-194058.96217999994,38.82522128125965,3.7162827105168574,2641.98759
59.63870166490971,82.9837518463804,-0.6395497413579108,2.916845533819469,-189784.12765999994,59.10294086697959,3.5563952751773797,4274.83452
57.66886142225075,74.94830132939427,-0.08518943928731915,3.449908476068231,-192917.31783999995,70.75649495658796,3.53509791535555,3133.19018
59.622566645829444,85.8788774002948,0.4706351727049878,4.123391881236785,-190334.62566999995,81.2703101920232,3.652756708531797,2582.69217
59.96141185637273,87.74002954209719,0.8012474404920793,4.654316009146896,-187272.83413999996,82.85573609059547,3.853068568654817,3061.79153
62.89925424948966,88.53695324283566,1.2836119037069142,5.45758344828846,-182334.42363999996,87.38528672840926,4.173971544581546,4938.4105
76.46807809884682,96.90668720318334,4.051181743981535,9.237948724558464,-161328.20320999995,91.06122332937211,5.186766980576929,21006.22043
74.87925324394968,94.12142215376724,5.3877001668683455,11.921392189162361,-173041.44221999994,93.18835419992878,6.533692022294016,11713.23901
69.00870544400509,83.53228083686311,5.356909726678671,13.229829180642355,-178329.27165999994,91.5201300646046,7.872919453963684,5287.82944
67.75366073037186,81.20908740854846,4.869506940167813,13.959803129173451,-181561.96143999993,86.28759679972632,9.090296189005638,3232.68978
70.54856819397574,92.02554000815122,4.785551132371941,15.072235104470565,-173131.05690999993,85.5889694178543,10.286683972098624,8430.90453
63.03460346252785,71.02122848888315,3.6735231914565176,14.87858796141927,-186664.82262999992,81.41861863519432,11.205064769962753,13533.76572
64.32784664416187,74.92295839753446,2.9077135590117855,14.839706718727484,-182871.53667999993,79.32324229818965,11.931993159715699,3793.28595
59.826145248998856,63.51165980795628,1.7153191808501251,14.076142135778355,-188560.58635999993,69.81861556479134,12.36082295492823,5689.04968
59.12031911867813,60.74766355140209,0.6938625723628622,13.228151170381807,-191328.34092999992,66.39409391896433,12.534288598018945,2767.75457
59.924993618079455,58.48000000000029,0.015944484863236852,12.55421920409799,-188717.72444999992,60.91310778645294,12.538274719234753,2610.61648
61.71327944328341,64.71999999999971,-0.2752174435496073,12.194252914797744,-185185.61361999993,61.31588785046742,12.469470358347351,3532.11083
63.95197686866367,71.16949152542337,-0.23532550177229794,12.17531348113198,-181021.89357999992,64.78983050847451,12.410638982904278,4163.72004
64.68442313731128,71.84002935241269,-0.20519395852960898,12.154146534742267,-177311.31756999993,69.2431736259453,12.359340493271876,3710.57601
56.918946519958325,48.185483870968014,-0.9487420531962503,11.173412926776564,-181189.14648999993,63.7316682496014,12.122154979972814,3877.82892
62.04838955173556,55.98935226264379,-0.7850572183923603,11.140833456982364,-177947.94329999993,58.67162182867488,11.925890675374724,3241.20319
59.86338034140015,46.87962141378271,-0.9465932117996143,10.742649160625206,-179919.00557999994,50.35148584913156,11.68924237242482,1971.06228
56.41785856501315,32.20940550133064,-1.4213230666264316,9.91258853914178,-182197.87848999994,45.02612639258576,11.333911605768211,2278.87291
47.32744404438795,12.259395050412293,-2.728573040342601,7.923195305339959,-189072.51233999996,30.449473988508597,10.65176834568256,6874.63385
48.07197613644307,15.169569202566247,-3.4209573964150355,6.375571600163767,-186730.74331999995,19.879456584769773,9.796528996578802,2341.76902
44.89191407763074,4.082232011748371,-4.142073735534826,4.618936827160269,-190362.03814999995,10.50373208824235,8.761010562695095,3631.29483
49.788491369362,43.80146386093258,-3.940508697566557,3.8353746907368986,-183267.95029999994,21.017755025082447,7.7758833883034555,7094.08785
54.5318831986337,63.975297346751894,-3.115623109117143,3.881354501907026,-177305.52412999995,37.28633107314433,6.996977611024169,5962.42617
48.766273202758256,40.530649588288846,-3.1531958546688923,3.0554827926880535,-180418.42967999994,49.43580359865782,6.208678647356946,3112.90555
51.867422645532976,53.79688929551713,-2.6979108745177864,2.8362900542097123,-178666.05541999993,52.767612076852664,5.534200928727499,1752.37426
53.92329142770076,62.87740164684334,-2.0682162512916857,2.948930614612891,-177199.66795999993,52.40164684354982,5.017146865904577,1466.38746
50.820180709976015,51.72253258845441,-1.9471760058138887,2.5831768586372164,-178819.17279999994,56.13227451027168,4.530352864451105,1619.50484
51.828516016248535,56.80473372781065,-1.6969430618088506,2.4091740371900414,-174412.61151999995,57.134889321036184,4.106117098998892,4406.56128
57.040261624646696,79.95266272189289,-0.8644432746246009,3.0255630057181406,-169561.65386999995,62.826643012719366,3.8900062803427415,4850.95765
57.390524646143106,80.8206330597892,-0.2887632480251421,3.529052220311314,-163189.93174999996,72.52600983649764,3.8178154683364562,6371.72212
57.952347380609716,83.28253223915658,0.11940153863287639,3.967067391627552,-160068.71569999997,81.35194267361294,3.8476658529946755,3121.21605
58.67879587437804,86.08837970540034,0.4168566213234537,4.368736629648993,-155209.56312999997,83.39718166811542,3.951880008325539,4859.15257
56.12442795843844,78.65326163198478,0.34247468494981437,4.379973364512807,-158140.97429999997,82.67472452551395,4.037498679562993,2931.41117
54.0987033976564,72.71451952302998,0.07899446848295533,4.136241765166687,-160808.48033999998,79.15205362013842,4.057247296683732,2667.50604
53.835073463443884,71.96633154079906,-0.14770164887377568,3.872620235591512,-169698.26656,74.44470423193799,4.020321884465288,8889.78622
60.450837840158044,94.1079657669506,0.3322400448313392,4.435621940504461,-152496.54906999998,79.5962722769266,4.103381895673122,17201.71749
72.29649708789003,89.15488431876602,2.3817190582903107,7.080530718536011,-124945.98519999998,85.07639387550527,4.6988116602457,27550.56387
76.27687027761436,85.96448254745856,4.436720639417327,10.244712459517359,-103147.80868999998,89.74244421105844,5.807991820100032,21798.17651
76.47496672556971,86.21135687491933,5.490279369497964,12.670841031972486,-91411.26507999998,87.11024124704801,7.180561662474522,11736.54361
71.5601020720116,78.30811020566551,5.40743031792859,13.93984955988526,-101041.81362999999,83.4946498760145,8.53241924195667,9630.54855
71.38221334393357,78.02354158582358,4.980207381263577,14.757678468536142,-110036.78010999999,80.84766955546951,9.777471087272565,8994.96648
73.10067619172594,83.55972552863773,4.697265018412265,15.649052360287897,-103833.71659999999,79.96379244004231,10.951787341875631,6203.06351
78.17820043779192,94.6506024096385,5.379354147585932,17.675980026358047,-88299.46879999999,85.41128984136664,12.296625878772115,15534.2478
72.64350868293053,86.12048192771087,4.960944715365102,18.497806772978493,-98420.54414999999,88.11026995532909,13.53686205761339,10121.07535
74.52538444750239,94.38554216867487,4.753009056004396,19.478123377618886,-91349.89087999999,91.71887550200813,14.72511432161449,7070.65327
75.23413037792929,91.6902524623569,4.408389177032559,20.23560079290519,-83091.46341999999,90.7320921862476,15.82721161587263,8258.42746
75.51648550598867,92.84501301935954,3.882093418052804,20.679828388438636,-75739.56220999999,92.97360255013048,16.797734970385832,7351.90121
75.4529084177483,92.7657647458396,3.191106700750776,20.786618346324303,-81309.5685,92.43367674251873,17.595511645573527,5570.00629
75.8285975248368,93.80816034359333,2.5068928022718957,20.729127648413396,-74006.59446,93.1396460362642,18.2222348461415,7302.97404
76.27503247936284,94.64536024670633,1.8679268856484939,20.557143453202116,-69245.07501,93.73976177871312,18.689216567553622,4761.51945
70.66324325890422,79.4741493592576,0.8500469729158269,19.751775283698407,-74324.32699,89.30922331651912,18.90172831078258,5079.25198
63.300510095239524,53.42834095186963,-0.5172805931737514,18.25512756931539,-83395.35125,75.84928351927789,18.772408162489143,9071.02426
60.10871032292325,43.21054046786808,-1.7608299029892116,16.571370783752627,-92707.51501,58.70434359299847,18.33220068674184,9312.16376
65.24848013787673,71.04060231244966,-1.9545752595192063,15.888981612342832,-87806.47102,55.89316124406249,17.843556871862038,4901.04399
69.68631642760835,78.06815805979554,-1.4393364437111167,16.044386317223143,-72472.89143999999,64.10643361337112,17.48372276093426,15333.57958
67.52625597220408,67.170571932477,-1.3624349701866798,15.78067904820091,-76212.1026,72.09311076824078,17.14311401838759,3739.21116
62.74362405509481,52.5573192239856,-1.7692464722719912,14.931555928047601,-80829.63003,65.93201640541942,16.700802400319592,4617.52743
63.384055806641115,55.908289241622136,-1.9988617516171665,14.202225210798133,-75519.14181,58.54539346602829,16.2010869624153,5310.48822
58.81596511791622,41.849332325522404,-2.5418013057648032,13.023835330209295,-81832.1277,50.10498026371008,15.565636635974098,6312.98589
65.48438629281945,76.84555303603001,-2.0043414628061296,13.060209807466435,-75344.86305,58.201058201058224,15.064551270272565,6487.26465
61.449802437851,63.668430335097604,-2.0335081741973386,12.522666052525892,-80056.6242,60.787771898883385,14.55617422672323,4711.76115
