,RSI,MACD,MACDSIGNAL,MACDHIST,BBW,OBV,Label
33,55.59436999781459,1.2800932854456732,0.7230438588798178,0.5570494265658554,0.05594331050098734,0.8264538706550021,1
34,57.75833606130455,1.4286603775685762,0.8641671626175695,0.5644932149510067,0.04608600594959538,0.8270407440548656,1
35,60.73263842282444,1.6404589782055155,1.0194255257351588,0.6210334524703567,0.0420909810165055,0.8281540360560637,1
36,65.44856826485847,1.9887290045940063,1.2132862215069282,0.775442783087078,0.05223603929740241,0.8384733910105157,0
37,60.770127218415816,2.1192684383217966,1.3944826648699018,0.7247857734518948,0.056940536171054885,0.8366062686984962,0
38,49.533927107535476,1.8447991235693735,1.484545956609796,0.36025316695957743,0.05511764295498258,0.830461196543898,1
39,55.892429626760546,1.864006365588466,1.56043803840553,0.3035683271829359,0.05595835578115258,0.831666796501682,0
40,50.28476287177006,1.6480119669927262,1.5779528241229692,0.07005914286975701,0.05282754793415815,0.8305371029021948,1
41,56.565816084057516,1.7408025439681296,1.6105227680920013,0.13027977587612827,0.0517412413534307,0.831718236681304,0
42,52.867115565786214,1.6492760439459744,1.618273423262796,0.031002620683178383,0.050221628134619466,0.8301543050846191,0
43,52.72353232266058,1.5531880334565358,1.605256345301544,-0.052068311845008264,0.0447047035078599,0.8287991831422635,0
44,51.58125241338325,1.417926053346946,1.5677902869106244,-0.1498642335636784,0.04120020300513669,0.8277058220679773,1
45,53.91438838208866,1.3875307577809508,1.5317383810846896,-0.14420762330373882,0.034520192485991315,0.8286004660351629,0
46,50.86187651852108,1.2418075973491796,1.4737522243375876,-0.231944626988408,0.027241722251819048,0.8273997635044604,1
47,52.30499682455556,1.166134949177831,1.4122287693056363,-0.24609382012780534,0.026382300881536064,0.8278686655485743,1
48,53.52978803508126,1.1374326185682548,1.35726953915816,-0.21983692058990512,0.026157847183559846,0.8295974293659952,0
49,52.50026219306045,1.0708717314118985,1.2999899776089077,-0.22911824619700916,0.026185906912138908,0.8283814687222825,0
50,42.90689643411498,0.6706787659031761,1.1741277352677613,-0.5034489693645852,0.02705282005776103,0.822552219893646,0
51,37.33928633326727,0.0950212713773908,0.9583064424896872,-0.8632851711122964,0.03906723632644974,0.8124544232722053,0
52,33.600619900234676,-0.5596963812722606,0.6547058777372976,-1.2144022590095582,0.057933730651618755,0.8069821551792788,1
53,43.17728235068862,-0.7495783441031563,0.37384903336920683,-1.123427377472363,0.06248308383432139,0.8081265802867138,0
54,41.7402004031634,-0.9600034905479333,0.10707852858577876,-1.067082019133712,0.06769540771325497,0.8060177290557327,0
55,40.16949114104484,-1.190507482884641,-0.15243867370830516,-1.0380688091763357,0.0725833066513354,0.8019375516552546,0
56,38.620680745246275,-1.4333182178161223,-0.4086145825298686,-1.0247036352862537,0.07392025241014091,0.7989478970352462,1
57,39.231578869527624,-1.588872859510957,-0.6446662379260862,-0.9442066215848707,0.07525641004485875,0.8028266023243834,0
58,38.79764833087316,-1.7117846402175019,-0.8580899183843693,-0.8536947218331326,0.0798029550190521,0.8011116500681071,0
59,37.08586334531837,-1.862763560825897,-1.059024646872675,-0.8037389139532221,0.08211744093240662,0.8000828163839505,0
60,34.90988865451076,-2.057145751492044,-1.2586488677965488,-0.7984968836954951,0.08777058984109039,0.7957354062589219,0
61,32.96358927473806,-2.276936405131437,-1.4623063752635264,-0.8146300298679106,0.08931469198330146,0.7904295152740324,0
62,32.467693454851045,-2.446322969605262,-1.6591096941318735,-0.7872132754733887,0.09197485511052117,0.7891232907611397,0
63,31.414697339468482,-2.599018164339668,-1.8470913881734323,-0.7519267761662358,0.0937017112272594,0.7872412762728932,0
64,26.850683416470073,-2.9219671839823604,-2.0620665473352178,-0.8599006366471427,0.09964788961871854,0.7779877946831685,0
