,0,1,2,3,4,5,6,7
0,0.20562288262854572,0.15350584307178558,0.4487212956769915,0.4390323642831928,0.38478400043880184,0.07315451638342477,0.46357128799830805,0.0570058197010474
1,0.19642124059081195,0.12504173622704168,0.4576887472828665,0.43621900719208373,0.38073944007439847,0.11268597287521806,0.4560068416830463,0.05972866611024475
2,0.178290208812095,0.12130992678894657,0.46357455994827407,0.43273514228805154,0.3736280562738898,0.12100192251633551,0.44915029638709014,0.1071032560815274
3,0.21761055509299215,0.15964732740297397,0.47700263502034995,0.4337899171486685,0.3773452946265959,0.1231023712378233,0.443908778373042,0.05467237695118374
4,0.18169234616527674,0.059670943871525946,0.4800211221136261,0.4308242054428587,0.3728468959906848,0.10074491010607478,0.43903030115073527,0.0667393083835596
5,0.15492716680844298,0.02433325275964861,0.47806216205789864,0.42558186717234425,0.3685209267362094,0.06757792310513883,0.4339162150330964,0.06407571479406703
6,0.19841345761458712,0.16270745200130154,0.4865326100565272,0.4255643142094378,0.3773189071985318,0.06862451615228041,0.4298208903190348,0.1331568672414282
7,0.19783291682874532,0.18153479416888374,0.49655003190283326,0.42723380133733774,0.3727426596764456,0.11030316495266482,0.42693038531958816,0.06794187486288367
8,0.19093123105151272,0.21900362092645684,0.5053628647452563,0.42931912991099286,0.3689098487778588,0.17688236696267923,0.4250998211824776,0.05645767763350472
9,0.3025699305823623,0.4081309398099258,0.5259294055769554,0.4384399569953479,0.37208587004190546,0.26081964065608115,0.42574284498402415,0.04631195510268821
10,0.2688115458813697,0.2909186906018994,0.5343611366237736,0.44338542773800893,0.36988795051970386,0.2982300211152987,0.4273999736070907,0.03120278108745562
11,0.45165206771659555,0.709210895815787,0.565606187767762,0.46108347797849414,0.3756075181483683,0.46588578449100165,0.43281502060276833,0.08560325067519776
12,0.43486762840069176,0.8210840203473033,0.5828014941291053,0.47472108566867277,0.36982568831025486,0.607119845065628,0.4402981889594956,0.08656504280467808
13,0.40432555072596993,0.7016312927556542,0.5875751628642221,0.48368307787838366,0.3669678650391913,0.747587639750345,0.448355498077324,0.04139660873165508
14,0.4568263843850066,0.8619540431503188,0.5973526764017354,0.49574663260306,0.3717513829447456,0.7998273152479389,0.4575887725533702,0.07114367295611257
15,0.34555427833363683,0.38045956849675444,0.5793149880075945,0.49434968276331837,0.3642005610929996,0.6491293704781838,0.46465261033035643,0.11389145172724288
16,0.4027532225155273,0.5662164532538164,0.576118272000252,0.49879996640645907,0.367033795555077,0.6028161485983078,0.4713319712901772,0.04101677442822382
17,0.4716695243276042,0.8142431152429379,0.5852008347131685,0.5093090755534123,0.37266284612427,0.5864985367442591,0.4791037141805626,0.08420499327068576
18,0.43781330616944375,0.6695316611120842,0.582837398309112,0.514805839163627,0.3680224645735256,0.6853640673893855,0.48659120082043417,0.06893258181885695
19,0.4649509890957328,0.767233818628304,0.5847125089713217,0.5222628101371096,0.3707050505686389,0.7541140055685789,0.4943042115849335,0.03868964034277071
20,0.4536463668156531,0.6887664764902606,0.5822836578009243,0.5276746873023084,0.3668868084994227,0.7111997471854353,0.5017250985057076,0.05623262642590355
21,0.42928752664056563,0.5819397993311066,0.574761783476575,0.5301826879292446,0.3641342721096557,0.6812424593102111,0.508241311288178,0.03977019529941834
22,0.3693462261104607,0.20334075723829922,0.5568000875102548,0.5264734889590377,0.36050573015667914,0.48838542410822067,0.5125972271658991,0.05330224409004575
23,0.41842678706920583,0.29497526685758485,0.5523511933672136,0.5279280945387206,0.3633960897064042,0.353704913957667,0.5164180637134282,0.04189921114515945
24,0.34015945740827747,0.10095702758491398,0.5321163600654489,0.5207026464125278,0.35605010250734415,0.1892040223993467,0.5178052075945252,0.11072727945417808
25,0.2988890380936006,0.17471917715523416,0.5094400430869965,0.5100998266231658,0.34468545329772504,0.17941515735459918,0.5164650156231771,0.17280534457591376
26,0.34244468584352517,0.28050778050778213,0.503577045305218,0.5058879870505016,0.3488074517540537,0.17446713313637163,0.5144196666341243,0.060924886867504545
27,0.4665820350175313,0.6269451269451289,0.523271365737758,0.5143688943637335,0.35946621549804947,0.3543602943398252,0.5147430015127494,0.1619012168368011
28,0.501046949935579,0.7390117390117412,0.5437444877900945,0.5253054435706577,0.3654148529287207,0.547353962674597,0.5175286886259934,0.08914179411304893
29,0.48035981314325366,0.6713076713076733,0.5526866724539582,0.5323712391421568,0.36333310031332794,0.6810114120341337,0.5213898740600678,0.029408299046687295
30,0.4631831650356672,0.6157521157521156,0.55459568282387,0.5367070411983642,0.36125289304722996,0.677183290885868,0.5254806608191499,0.02938442734662761
31,0.380501982134483,0.33713872832369696,0.5372707064925223,0.5312298939613442,0.35335310019178967,0.5397387243967089,0.5274877304941858,0.11928216252501748
32,0.3861328646801923,0.3530346820809276,0.5276847066132686,0.5279774417125126,0.35773192924006847,0.43088619669253814,0.5283418686249562,0.06489226361390424
33,0.4220938657886814,0.45289017341040483,0.5282411893403107,0.5290064180074178,0.35994103919215,0.3751857926658668,0.5292629362881622,0.03137564465075168
34,0.3429117099680567,0.13353855174435783,0.5110061457097071,0.520832471560464,0.35441244619991075,0.30555250736722794,0.5281111032921973,0.08265318025736926
35,0.36614021595232665,0.20170454545454863,0.5055544562197706,0.5169977641174297,0.3581107173247644,0.2537960955849409,0.5263035823281894,0.05437938171975781
36,0.3628159814842673,0.1877990430621998,0.5034164256239236,0.5143203409164431,0.35291989626022624,0.16313229253817857,0.5242389152190108,0.07743546658325925
37,0.4458196272236234,0.4218002392344496,0.5172200361999905,0.5197182915947075,0.3557392241120002,0.26172065657057775,0.5238344419611118,0.040801952814022026
38,0.46273847184496514,0.4727870813397104,0.5301757780075967,0.5261119217270076,0.35692986944636473,0.35443357989858976,0.5249881873134257,0.015642967282837643
39,0.5019904906834101,0.5726830798180961,0.54570377699745,0.5351932104932071,0.36011708982597485,0.48606774833886807,0.5280095229098695,0.046484952837613086
40,0.5440153370167062,0.715069782029166,0.5628577669500737,0.5467373894299322,0.3629485031880907,0.5863688486911462,0.5330940106422941,0.040988643084579335
41,0.55275785466178,0.885059612518627,0.5741049181531654,0.5569927382975445,0.3654221270007157,0.7273701546167654,0.5395312206330649,0.03546170827523041
42,0.49839734382573014,0.6931374372326573,0.5708887983016893,0.5608905321680865,0.3615372054435834,0.7685667428331016,0.5455816200590942,0.057262654226763986
43,0.44775478991119827,0.4982332155477026,0.5584628109905102,0.5596595895820478,0.35910495010717414,0.6944064805452287,0.5501375157379758,0.03482267096535929
44,0.40264079756520793,0.30779244932118627,0.5410278188599166,0.55452776078908,0.3536572178706914,0.49697536951277194,0.5525964624647832,0.08140408808478712
45,0.37920509530978613,0.21398421728757386,0.5251501762715889,0.5483915101200616,0.3485736240721175,0.33310020286626485,0.5531457664606039,0.07577907916330025
46,0.45343428069045627,0.4527436226830558,0.5264713779690615,0.5495546833255855,0.3519580801008001,0.317542309689151,0.5538539746012754,0.049531739911339474
47,0.5351348255672601,0.7614241145164239,0.5416410942504669,0.5580638353229234,0.3562067506052583,0.4726888507862184,0.5563866814524302,0.06288164651343334
